lon_deg,lat_deg,elev_m,obs_gravity_um,spherical_bouguer_mgal,infinite_slab_bouguer_mgal
139.964318,-27.588614,28.04,9791153.07,-162.36,-194.22
139.962428,-27.581174,29.01,9791142.57,-165.43,-197.30
139.960928,-27.573674,32.09,9791127.46,-168.94,-200.79
139.959598,-27.566724,29.87,9791125.96,-169.60,-201.51
139.957348,-27.559444,29.14,9791120.55,-171.01,-202.96
139.956048,-27.552674,28.71,9791115.75,-171.61,-203.59
139.953798,-27.545894,28.56,9791108.05,-174.57,-206.57
139.953378,-27.539944,27.86,9791105.15,-174.40,-206.44
139.951678,-27.533254,28.56,9791096.34,-176.86,-208.92
139.948598,-27.527534,28.65,9791091.14,-177.64,-209.71
139.946238,-27.521394,28.25,9791087.34,-177.66,-209.76
139.944298,-27.512144,28.68,9791078.03,-179.25,-211.37
139.942708,-27.505364,30.20,9791068.93,-180.35,-212.47
140.025939,-27.690644,37.64,9791234.12,-138.48,-170.00
140.027069,-27.686364,42.03,9791220.91,-139.92,-171.39
140.026019,-27.679254,37.49,9791225.41,-138.97,-170.53
140.023878,-27.670004,28.77,9791238.92,-135.57,-167.31
140.022348,-27.662564,29.78,9791230.51,-136.46,-168.21
140.020538,-27.655204,28.71,9791226.71,-136.86,-168.65
140.018638,-27.648604,28.77,9791220.11,-138.42,-170.24
140.016708,-27.640894,28.77,9791213.80,-138.98,-170.82
140.014818,-27.633814,28.80,9791208.60,-138.85,-170.71
140.013158,-27.626284,28.74,9791201.40,-140.56,-172.44
140.010518,-27.619584,28.83,9791195.99,-140.80,-172.70
140.007908,-27.612534,28.68,9791193.49,-138.34,-170.27
140.006208,-27.605334,28.53,9791181.29,-145.48,-177.43
140.004678,-27.598894,28.37,9791175.08,-147.20,-179.17
140.003548,-27.592064,28.37,9791187.89,-129.30,-161.30
140.001848,-27.584114,28.37,9791160.18,-151.10,-183.13
139.999408,-27.577004,28.50,9791152.27,-153.46,-185.51
139.997268,-27.570144,30.75,9791138.46,-157.77,-189.80
139.998158,-27.563194,28.86,9791136.16,-158.58,-190.68
139.995548,-27.554444,32.31,9791118.95,-162.54,-194.62
139.994877,-27.546034,36.15,9791100.04,-167.69,-199.74
139.994297,-27.539754,28.89,9791111.35,-165.88,-198.07
139.992127,-27.532394,29.29,9791103.85,-167.13,-199.34
139.991457,-27.524784,29.68,9791095.14,-169.41,-201.65
139.990797,-27.517614,29.65,9791089.64,-169.63,-201.91
139.989657,-27.511924,33.01,9791075.23,-173.25,-205.49
139.985817,-27.505034,34.77,9791064.13,-175.81,-208.04
140.068378,-27.678564,29.38,9791248.32,-131.19,-163.07
140.066848,-27.672784,29.62,9791243.42,-131.31,-163.20
140.065518,-27.666584,29.41,9791239.82,-130.70,-162.62
140.064378,-27.658974,29.20,9791234.12,-131.13,-163.08
140.063408,-27.651944,29.26,9791220.61,-139.27,-171.25
140.062268,-27.645424,29.26,9791222.31,-132.71,-164.71
140.060848,-27.638424,29.29,9791216.01,-133.73,-165.76
140.059798,-27.631474,29.41,9791209.80,-134.52,-166.57
140.058548,-27.623694,38.34,9791182.59,-138.51,-170.44
140.057957,-27.616114,45.72,9791158.88,-142.16,-174.01
140.055547,-27.608834,35.57,9791175.68,-139.75,-171.78
140.053457,-27.602144,33.65,9791173.08,-141.11,-173.20
140.052877,-27.594444,40.50,9791149.87,-145.22,-177.22
140.052097,-27.587694,35.99,9791153.77,-145.09,-177.19
140.051487,-27.585194,42.00,9791130.66,-154.61,-186.62
140.051097,-27.573724,38.43,9791138.96,-144.72,-176.85
140.051267,-27.566144,35.14,9791131.26,-153.20,-185.41
140.049377,-27.559194,37.03,9791118.05,-157.55,-189.75
140.047677,-27.551924,33.40,9791117.05,-160.22,-192.51
140.046547,-27.544424,31.73,9791111.95,-163.00,-195.34
140.044677,-27.537064,29.68,9791108.95,-164.53,-196.93
140.042877,-27.530284,29.93,9791102.05,-165.90,-198.32
140.040707,-27.523674,30.35,9791093.44,-168.77,-201.21
140.039487,-27.516144,31.48,9791082.83,-171.57,-204.02
140.037986,-27.507894,31.45,9791075.63,-172.70,-205.18
140.036296,-27.500694,31.76,9791067.53,-174.85,-207.35
140.094547,-27.618173,48.25,9791159.88,-137.61,-169.56
140.094347,-27.609423,44.07,9791160.18,-138.94,-171.00
140.094017,-27.602723,40.54,9791160.18,-140.84,-172.97
140.093707,-27.594143,37.67,9791159.18,-141.04,-173.26
140.092127,-27.586643,37.30,9791151.67,-143.68,-175.93
140.091407,-27.581503,34.93,9791150.77,-145.38,-177.69
140.089427,-27.573753,33.98,9791145.47,-146.77,-179.12
140.088567,-27.567393,30.75,9791146.17,-147.64,-180.06
140.086597,-27.560283,27.37,9791144.07,-151.04,-183.55
140.085816,-27.552833,26.15,9791136.86,-155.08,-187.64
140.084676,-27.545813,26.03,9791129.96,-156.99,-189.58
140.083346,-27.538223,26.15,9791120.55,-160.52,-193.13
140.082296,-27.530533,26.33,9791111.45,-163.55,-196.19
140.080516,-27.523113,27.89,9791098.54,-167.89,-200.53
140.078736,-27.515753,30.81,9791082.33,-172.93,-205.55
140.076846,-27.509313,31.36,9791074.83,-174.58,-207.21
140.075046,-27.502193,30.60,9791071.33,-174.27,-206.94
140.108436,-27.524613,33.04,9791089.34,-168.05,-200.71
140.112736,-27.518283,32.46,9791083.54,-170.25,-202.97
140.118436,-27.512033,34.29,9791072.23,-173.32,-206.06
140.123936,-27.508863,32.55,9791073.13,-173.43,-206.23
140.121136,-27.504563,34.07,9791065.53,-174.88,-207.67
140.156565,-27.514082,35.48,9791068.83,-175.76,-208.63
140.154405,-27.508222,34.77,9791063.82,-177.80,-210.70
140.151095,-27.502083,32.24,9791064.23,-177.78,-210.73
140.304674,-27.573171,36.73,9791132.16,-153.42,-186.58
140.303624,-27.566191,36.63,9791125.26,-155.32,-188.51
140.301374,-27.559611,37.82,9791114.95,-158.40,-191.60
140.299064,-27.552391,42.30,9791093.74,-165.50,-198.65
140.297204,-27.544831,36.39,9791098.24,-166.90,-200.18
140.296344,-27.537311,36.97,9791088.04,-170.38,-203.68
140.295174,-27.530941,37.40,9791079.43,-173.40,-206.72
140.294294,-27.525421,35.66,9791075.63,-176.49,-209.86
140.294154,-27.517501,36.15,9791066.03,-179.24,-212.64
140.293174,-27.510471,36.66,9791056.82,-182.22,-215.64
140.291454,-27.503141,35.78,9791053.32,-181.99,-215.46
140.330233,-27.506611,35.60,9791064.23,-173.85,-207.47
139.795078,-28.239507,33.28,9791643.73,-151.34,-179.44
139.803248,-28.240507,40.42,9791623.22,-158.64,-186.66
139.811417,-28.241177,33.89,9791634.33,-160.76,-188.90
139.819247,-28.241837,32.40,9791636.23,-162.24,-190.43
139.827417,-28.242177,34.05,9791629.92,-165.55,-193.74
139.835917,-28.243177,29.08,9791639.13,-166.78,-195.07
139.843417,-28.243837,34.66,9791623.52,-171.97,-200.20
139.852247,-28.245177,41.24,9791604.41,-179.22,-207.37
139.860577,-28.245507,33.41,9791622.32,-176.82,-205.11
139.868747,-28.246337,26.70,9791637.03,-175.81,-204.23
139.875417,-28.248337,27.34,9791636.93,-176.16,-204.58
139.884247,-28.248007,28.10,9791634.93,-176.40,-204.84
139.893247,-28.249177,26.61,9791638.13,-176.96,-205.45
139.901077,-28.249507,28.80,9791632.33,-178.72,-207.19
139.908076,-28.250006,24.75,9791639.83,-179.47,-208.03
139.918246,-28.251676,29.14,9791623.02,-188.95,-217.46
139.682750,-28.368009,14.72,9791688.06,-241.14,-268.51
139.691250,-28.368339,20.97,9791674.85,-242.37,-269.67
139.699420,-28.368509,35.11,9791644.83,-244.89,-271.99
139.707250,-28.368339,31.03,9791656.44,-241.08,-268.28
139.715250,-28.368339,22.77,9791676.65,-236.96,-264.33
139.723420,-28.368008,29.38,9791663.84,-236.59,-263.88
139.731750,-28.368338,37.00,9791646.23,-239.54,-266.74
139.737920,-28.368678,30.69,9791658.44,-239.89,-267.21
139.748080,-28.369008,35.26,9791645.03,-244.58,-271.87
139.756580,-28.369678,28.01,9791663.24,-241.00,-268.43
139.764249,-28.369178,22.07,9791679.55,-235.88,-263.43
139.862248,-28.378007,38.34,9791642.73,-247.29,-274.91
139.870748,-28.378207,31.24,9791652.94,-251.06,-278.82
139.879048,-28.378307,31.24,9791646.53,-257.52,-285.30
139.885748,-28.378307,23.10,9791661.04,-258.87,-286.81
139.894448,-28.378007,34.35,9791631.53,-266.17,-293.96
139.903048,-28.378007,22.71,9791653.94,-266.45,-294.46
139.908648,-28.378307,26.85,9791642.63,-269.88,-297.84
139.914348,-28.378607,26.70,9791640.53,-272.48,-300.46
139.919948,-28.378907,33.50,9791622.32,-277.63,-305.52
139.925548,-28.379207,20.63,9791649.44,-275.84,-303.96
139.882079,-28.430337,22.34,9791711.07,-249.85,-277.59
139.883079,-28.423677,24.08,9791699.26,-253.20,-280.94
139.882249,-28.416507,22.13,9791696.16,-254.67,-282.46
139.882749,-28.409507,23.83,9791684.25,-257.94,-285.73
139.882579,-28.402337,22.68,9791679.95,-259.04,-286.88
139.882078,-28.395007,22.71,9791674.45,-258.92,-286.78
139.882578,-28.387507,23.04,9791668.04,-258.98,-286.87
139.882248,-28.380337,24.90,9791661.34,-256.61,-284.50
139.882578,-28.373337,25.29,9791659.84,-252.03,-279.95
139.882078,-28.366007,31.12,9791647.13,-247.80,-275.65
139.882248,-28.358677,26.64,9791658.94,-239.19,-267.13
139.882418,-28.351337,27.61,9791657.24,-233.44,-261.38
139.882578,-28.344337,28.16,9791658.34,-225.97,-253.91
139.882078,-28.337177,27.77,9791659.24,-220.41,-248.38
139.881418,-28.329507,23.74,9791670.65,-211.06,-239.12
139.881078,-28.322507,23.35,9791672.65,-204.51,-232.60
139.967418,-28.454836,24.87,9791704.66,-269.59,-297.55
139.966578,-28.460007,24.75,9791713.27,-265.15,-293.09
139.966748,-28.466837,25.12,9791721.37,-261.51,-289.43
139.966078,-28.473507,25.94,9791728.78,-257.58,-285.46
139.966418,-28.480337,29.63,9791729.38,-254.97,-282.76
139.966919,-28.487837,29.08,9791737.88,-253.24,-281.02
139.967079,-28.494677,31.00,9791739.98,-252.59,-280.32
139.905245,-28.148006,21.88,9791571.89,-175.85,-204.91
139.906415,-28.155506,22.55,9791576.50,-175.61,-204.62
139.905915,-28.162676,22.34,9791583.00,-174.93,-203.92
139.906576,-28.170176,22.40,9791590.30,-173.18,-202.13
139.907076,-28.177006,29.44,9791582.00,-172.91,-201.72
139.906576,-28.184336,25.48,9791600.21,-167.97,-196.81
139.906916,-28.191836,29.78,9791596.81,-168.65,-197.39
139.906746,-28.198836,32.64,9791592.61,-172.57,-201.23
139.907576,-28.206336,33.38,9791595.21,-174.20,-202.81
139.907916,-28.213006,29.41,9791608.11,-174.09,-202.73
139.908246,-28.220676,31.12,9791606.91,-177.75,-206.34
139.908916,-28.227676,25.48,9791624.52,-176.45,-205.10
139.908416,-28.235506,23.16,9791634.03,-177.40,-206.05
139.908746,-28.242006,23.19,9791638.43,-177.86,-206.48
139.908576,-28.250006,24.26,9791639.93,-180.33,-208.90
139.909417,-28.257337,24.75,9791640.73,-184.12,-212.65
139.909747,-28.264507,24.14,9791640.73,-190.74,-219.25
139.909417,-28.271007,24.93,9791639.13,-195.74,-224.19
139.910577,-28.279177,33.50,9791619.22,-205.13,-233.40
139.911077,-28.285837,30.75,9791627.82,-206.95,-235.22
139.910747,-28.288837,24.32,9791647.73,-201.87,-230.22
139.909917,-28.292677,24.60,9791649.64,-202.35,-230.67
139.910747,-28.300677,24.38,9791652.84,-205.65,-233.93
139.911077,-28.307507,23.44,9791656.14,-209.37,-237.62
139.911247,-28.315177,27.07,9791647.83,-216.41,-244.57
139.913077,-28.322837,26.85,9791647.13,-223.35,-251.48
139.911247,-28.328677,24.29,9791652.84,-227.08,-255.22
139.912577,-28.336337,24.05,9791651.94,-234.25,-262.37
139.911747,-28.343007,26.12,9791648.43,-238.76,-266.83
139.912248,-28.350507,28.89,9791639.53,-247.93,-275.94
139.912078,-28.357837,28.80,9791639.63,-253.55,-281.55
139.911918,-28.361837,28.32,9791639.73,-257.41,-285.42
139.862749,-28.401007,35.33,9791663.04,-250.32,-277.89
139.858919,-28.401007,25.39,9791690.06,-242.72,-270.44
139.855079,-28.400337,28.56,9791684.95,-241.14,-268.79
139.851249,-28.400337,38.98,9791662.14,-243.63,-271.10
139.846419,-28.399507,20.79,9791707.87,-232.80,-260.54
139.841749,-28.398677,28.22,9791692.96,-232.59,-260.21
139.838749,-28.398838,31.12,9791686.85,-233.17,-260.72
139.834579,-28.398678,32.31,9791685.55,-232.04,-259.56
139.830749,-28.397508,24.72,9791703.76,-227.77,-255.40
139.827249,-28.398178,22.74,9791707.97,-227.95,-255.60
139.822919,-28.397178,20.54,9791714.17,-225.30,-252.97
139.818579,-28.396338,23.93,9791707.27,-224.96,-252.57
139.813919,-28.396508,22.52,9791711.07,-224.06,-251.67
139.810419,-28.395678,33.10,9791686.55,-227.31,-254.74
139.806079,-28.395178,22.89,9791711.07,-222.36,-249.94
139.802249,-28.394838,20.79,9791715.47,-221.81,-249.41
139.798419,-28.394678,19.96,9791717.07,-221.72,-249.32
139.794249,-28.394008,20.21,9791714.17,-223.64,-251.23
139.789419,-28.393838,25.02,9791698.56,-229.75,-257.24
139.785580,-28.393508,33.77,9791675.35,-235.65,-262.99
139.781420,-28.392838,37.00,9791664.24,-239.96,-267.23
139.777580,-28.392508,34.47,9791669.05,-239.86,-267.16
139.773080,-28.392008,26.61,9791683.65,-240.23,-267.64
139.768420,-28.391838,26.58,9791679.05,-244.77,-272.17
139.801579,-28.352338,16.49,9791693.66,-219.76,-247.59
139.802419,-28.355508,17.62,9791691.86,-221.75,-249.56
139.802919,-28.358678,23.71,9791677.85,-226.27,-253.98
139.802749,-28.362508,22.71,9791683.75,-225.22,-252.94
139.802919,-28.367008,20.02,9791692.46,-225.18,-252.92
139.803579,-28.371338,23.16,9791686.15,-228.63,-256.32
139.803579,-28.374508,26.85,9791686.75,-223.24,-250.85
139.803749,-28.377008,28.29,9791685.05,-224.03,-251.60
139.804919,-28.380838,21.91,9791702.86,-221.58,-249.24
139.804919,-28.384678,28.65,9791689.96,-224.25,-251.79
139.805419,-28.388008,32.52,9791681.75,-227.43,-254.89
139.805419,-28.391338,34.11,9791681.85,-226.76,-254.18
139.806079,-28.395508,23.44,9791710.37,-222.23,-249.81
139.806579,-28.398678,24.57,9791710.57,-222.23,-249.78
139.806919,-28.402008,27.49,9791705.76,-223.87,-251.35
139.806919,-28.406678,23.68,9791716.87,-223.74,-251.27
139.807419,-28.410678,29.11,9791706.27,-226.79,-254.22
139.807920,-28.415508,33.92,9791696.56,-230.77,-258.11
139.807750,-28.419678,32.92,9791700.86,-231.59,-258.92
139.808580,-28.423508,31.49,9791705.26,-232.89,-260.23
139.808580,-28.427338,27.28,9791716.37,-232.91,-260.30
139.808420,-28.431178,26.52,9791720.27,-233.40,-260.80
139.808420,-28.435008,31.76,9791709.47,-236.89,-264.19
139.809920,-28.438178,29.20,9791715.67,-238.09,-265.42
139.810420,-28.442008,24.99,9791726.58,-238.31,-265.70
139.810580,-28.445508,23.87,9791730.58,-239.15,-266.54
139.811250,-28.449008,21.12,9791738.28,-239.47,-266.90
139.811580,-28.451838,19.90,9791740.08,-242.20,-269.64
139.811920,-28.455508,20.12,9791741.48,-243.15,-270.58
139.811080,-28.458678,18.84,9791745.69,-243.86,-271.30
139.812420,-28.463178,19.48,9791745.99,-245.73,-273.14
139.812420,-28.466508,18.44,9791749.89,-246.38,-273.80
139.813080,-28.470338,18.59,9791750.69,-248.20,-275.61
139.813580,-28.474178,19.66,9791750.19,-249.53,-276.91
139.813920,-28.477508,21.82,9791747.09,-250.95,-278.28
139.814080,-28.481338,21.40,9791749.19,-252.57,-279.90
139.814920,-28.484678,21.67,9791750.69,-253.08,-280.40
139.814750,-28.488508,22.52,9791751.09,-253.94,-281.23
139.815750,-28.492338,22.68,9791753.09,-254.53,-281.81
139.816080,-28.495678,21.24,9791760.19,-252.78,-280.07
139.792250,-28.434838,20.60,9791731.48,-236.60,-264.01
139.795920,-28.435178,23.50,9791724.57,-238.08,-265.46
139.800250,-28.435008,31.00,9791709.17,-238.71,-265.99
139.804080,-28.435008,25.91,9791721.67,-236.12,-263.50
139.808420,-28.435008,25.91,9791721.77,-236.00,-263.39
139.812250,-28.435508,33.65,9791704.26,-238.77,-266.05
139.817080,-28.435508,31.00,9791710.87,-237.32,-264.66
139.821080,-28.435678,37.43,9791695.06,-240.69,-267.95
139.824750,-28.435338,29.93,9791710.97,-239.15,-266.54
139.829079,-28.433178,28.41,9791712.97,-238.46,-265.90
139.831079,-28.429678,32.64,9791702.86,-237.64,-265.03
139.834579,-28.429508,28.80,9791710.87,-236.99,-264.46
139.838249,-28.429508,23.29,9791722.77,-235.83,-263.39
139.842079,-28.430178,36.58,9791689.96,-243.20,-270.57
139.846079,-28.430008,20.48,9791725.78,-238.66,-266.30
139.850419,-28.429178,21.61,9791722.27,-239.31,-266.95
139.854249,-28.430007,26.06,9791709.97,-243.54,-271.12
139.857579,-28.429007,24.32,9791712.87,-243.27,-270.89
139.862919,-28.429337,27.22,9791702.16,-248.54,-276.14
139.867749,-28.429177,28.93,9791695.96,-251.27,-278.86
139.871419,-28.429507,22.04,9791709.97,-250.95,-278.66
139.874249,-28.428337,27.64,9791696.36,-252.73,-280.36
139.877079,-28.429337,25.45,9791698.16,-255.95,-283.62
139.786420,-28.457678,25.18,9791716.37,-260.14,-287.38
139.790250,-28.457338,28.19,9791709.97,-260.40,-287.60
139.794080,-28.458508,33.44,9791696.16,-264.83,-291.97
139.798580,-28.458338,24.84,9791723.27,-254.35,-281.64
139.803420,-28.458508,19.38,9791738.18,-250.21,-277.61
139.806750,-28.458508,19.11,9791741.48,-247.42,-274.84
139.810920,-28.458178,17.65,9791747.99,-243.50,-270.96
139.815420,-28.458838,19.05,9791745.69,-243.56,-271.00
139.819080,-28.458838,24.93,9791732.68,-245.07,-272.44
139.822920,-28.458838,21.46,9791742.78,-241.72,-269.16
139.826750,-28.459008,25.97,9791734.68,-241.14,-268.52
139.831580,-28.459008,22.71,9791742.68,-239.48,-266.93
139.835420,-28.459338,21.76,9791745.19,-239.07,-266.55
139.839920,-28.459178,27.25,9791739.88,-233.52,-260.93
139.844420,-28.459838,27.28,9791732.08,-241.75,-269.17
139.847920,-28.459338,26.03,9791736.18,-239.69,-267.15
139.853750,-28.459178,28.38,9791730.08,-241.06,-268.51
139.858919,-28.458008,35.26,9791713.57,-243.24,-270.60
139.842079,-28.398177,26.67,9791697.66,-230.53,-258.17
139.842079,-28.402508,30.72,9791690.66,-232.92,-260.48
139.842419,-28.406178,31.67,9791690.36,-234.15,-261.69
139.842579,-28.409008,32.03,9791691.96,-234.00,-261.52
139.844249,-28.413678,41.09,9791672.55,-239.27,-266.63
139.843919,-28.416838,36.15,9791687.26,-236.60,-264.03
139.844579,-28.421338,34.93,9791692.96,-236.70,-264.13
139.843749,-28.424678,33.07,9791699.26,-236.56,-264.01
139.844749,-28.428008,31.88,9791703.76,-236.91,-264.37
139.844579,-28.431178,28.93,9791713.07,-235.77,-263.26
139.846079,-28.434338,24.57,9791725.38,-234.36,-261.92
139.846419,-28.437678,30.24,9791714.67,-236.54,-264.00
139.847249,-28.441678,37.58,9791697.86,-242.06,-269.39
139.847579,-28.445508,39.26,9791696.96,-242.59,-269.88
139.847749,-28.448678,31.88,9791716.77,-239.59,-266.99
139.847579,-28.452338,35.02,9791711.47,-241.54,-268.88
139.847580,-28.455508,27.37,9791732.08,-238.27,-265.72
139.847920,-28.459338,26.03,9791737.08,-238.79,-266.25
139.847920,-28.462178,22.86,9791746.69,-237.53,-265.03
139.848250,-28.466008,22.13,9791750.69,-237.86,-265.37
139.848580,-28.469678,21.88,9791754.29,-237.53,-265.03
139.848250,-28.473178,22.31,9791756.59,-237.06,-264.53
139.925578,-28.379177,34.66,9791617.62,-280.25,-308.14
139.930078,-28.376337,22.34,9791645.53,-274.21,-302.33
139.932918,-28.374507,20.85,9791647.43,-273.82,-301.98
139.936748,-28.372337,23.53,9791639.33,-275.03,-303.17
139.940577,-28.370677,30.02,9791624.32,-276.10,-304.15
139.944077,-28.369836,39.96,9791598.81,-281.56,-309.47
139.947577,-28.368336,35.23,9791608.91,-279.54,-307.54
139.951417,-28.367006,32.74,9791613.02,-279.28,-307.34
139.955577,-28.365176,34.72,9791606.61,-280.41,-308.46
139.959577,-28.363506,36.09,9791602.81,-280.26,-308.31
139.964747,-28.361506,37.43,9791597.91,-281.02,-309.06
139.969247,-28.360836,36.51,9791599.31,-280.89,-308.97
139.973247,-28.359006,25.36,9791622.52,-278.04,-306.31
139.976917,-28.357176,24.81,9791621.62,-278.62,-306.91
139.980917,-28.356506,34.53,9791597.01,-283.74,-311.90
139.984577,-28.355336,27.25,9791611.72,-282.34,-310.63
139.988577,-28.353176,22.49,9791619.72,-281.98,-310.36
139.992577,-28.352006,23.87,9791615.02,-283.09,-311.46
139.995747,-28.350506,32.86,9791592.30,-287.12,-315.36
139.999747,-28.348836,35.78,9791582.80,-289.65,-317.86
140.003576,-28.347506,48.25,9791551.48,-295.61,-323.63
140.007576,-28.345836,33.83,9791584.00,-289.95,-318.23
140.011416,-28.345006,32.13,9791585.20,-291.43,-319.75
140.015746,-28.341336,32.34,9791584.00,-289.43,-317.76
139.811918,-28.280507,22.28,9791697.86,-149.71,-177.83
139.821078,-28.281177,18.56,9791701.16,-154.14,-182.36
139.827578,-28.282007,20.39,9791690.16,-162.19,-190.39
139.836248,-28.281837,23.65,9791680.55,-165.27,-193.45
139.844578,-28.283507,26.88,9791668.45,-172.32,-200.46
139.853077,-28.283677,23.71,9791675.05,-172.00,-200.22
139.861747,-28.284507,26.49,9791665.84,-176.38,-204.58
139.869077,-28.284837,28.65,9791659.94,-178.30,-206.48
139.878747,-28.288007,26.55,9791661.84,-182.87,-211.10
139.884917,-28.287007,28.19,9791655.14,-185.60,-213.83
139.894077,-28.287837,28.01,9791650.94,-190.75,-219.01
139.902247,-28.288007,25.24,9791653.34,-193.87,-222.18
139.911247,-28.288837,24.90,9791650.44,-198.04,-226.38
139.919577,-28.290176,27.34,9791639.33,-205.38,-233.69
139.927247,-28.290336,31.97,9791623.52,-212.25,-240.51
139.934417,-28.292506,25.88,9791632.33,-216.96,-245.33
139.936417,-28.291336,24.84,9791628.22,-222.20,-250.59
139.943417,-28.291336,25.63,9791618.92,-229.94,-258.34
139.952576,-28.291676,25.12,9791613.22,-236.87,-265.31
139.960246,-28.292676,30.60,9791595.01,-245.12,-273.49
139.969576,-28.294676,39.81,9791566.79,-256.85,-285.09
139.976746,-28.294176,25.63,9791594.91,-256.01,-284.50
139.985746,-28.294336,27.92,9791584.90,-261.63,-290.12
139.993076,-28.295176,24.08,9791589.30,-265.34,-293.90
140.001076,-28.295506,28.68,9791573.90,-272.00,-300.51
140.007576,-28.295676,24.75,9791579.20,-274.47,-303.07
140.016576,-28.296336,28.38,9791566.69,-280.36,-308.93
140.024246,-28.297336,41.45,9791533.47,-288.80,-317.18
140.032076,-28.298505,37.55,9791540.38,-290.37,-318.84
140.040575,-28.298335,26.61,9791564.29,-287.64,-316.32
140.048915,-28.299005,31.42,9791552.28,-290.74,-319.37
140.057075,-28.300335,31.21,9791553.68,-290.72,-319.38
140.065575,-28.301175,26.88,9791563.79,-289.67,-318.43
140.072915,-28.302005,43.28,9791520.87,-301.18,-329.71
140.081415,-28.302335,26.06,9791566.59,-289.28,-318.12
140.089745,-28.303175,26.36,9791567.99,-287.89,-316.76
140.097745,-28.304005,31.97,9791555.79,-289.74,-318.55
140.106745,-28.305005,35.42,9791552.38,-287.12,-315.92
140.113575,-28.305175,27.49,9791575.60,-279.48,-308.44
140.121745,-28.306005,37.76,9791557.19,-278.44,-307.27
140.130075,-28.307835,39.32,9791558.49,-275.44,-304.28
140.138914,-28.307835,35.42,9791572.99,-268.50,-297.44
140.146574,-28.309174,34.44,9791580.50,-263.88,-292.88
140.154914,-28.309174,27.98,9791601.71,-255.23,-284.38
140.163074,-28.310174,28.16,9791606.71,-250.60,-279.77
140.171074,-28.311504,28.29,9791611.21,-246.80,-276.02
140.180244,-28.311834,35.20,9791601.01,-243.72,-272.88
140.187914,-28.312174,35.72,9791604.31,-239.63,-268.81
140.195744,-28.313174,34.78,9791609.11,-237.37,-266.61
140.204414,-28.314334,36.73,9791608.01,-235.50,-264.75
140.212914,-28.314674,41.82,9791597.51,-236.28,-265.49
140.221574,-28.314504,37.58,9791609.31,-232.58,-261.90
140.045575,-28.221175,28.56,9791479.75,-309.89,-338.92
140.046245,-28.228005,30.17,9791480.95,-310.71,-339.69
140.046745,-28.235675,39.04,9791466.14,-314.01,-342.82
140.046915,-28.242505,29.50,9791495.55,-308.38,-337.32
140.046915,-28.250005,34.69,9791490.65,-308.83,-337.65
140.047075,-28.257005,33.13,9791500.76,-307.06,-335.89
140.048415,-28.263675,32.43,9791511.16,-303.07,-331.88
140.048415,-28.266005,28.68,9791527.87,-295.44,-324.31
140.048575,-28.278175,26.97,9791539.48,-296.41,-325.23
140.049075,-28.285675,31.00,9791538.78,-294.94,-323.65
140.049075,-28.292505,33.74,9791538.78,-294.78,-323.41
140.049245,-28.299005,31.00,9791552.28,-291.56,-320.19
140.049245,-28.306835,27.52,9791566.89,-289.68,-318.34
140.049416,-28.313835,29.78,9791569.39,-288.07,-316.67
140.049746,-28.321675,29.08,9791577.10,-287.68,-316.25
140.050246,-28.328505,30.39,9791579.00,-288.39,-316.92
140.050076,-28.335675,28.13,9791588.20,-289.02,-317.57
140.050416,-28.342835,25.63,9791598.11,-289.40,-317.99
140.050576,-28.350005,25.42,9791602.21,-291.12,-319.71
140.050916,-28.357175,25.33,9791607.51,-291.41,-320.00
140.051416,-28.364675,25.18,9791613.62,-291.27,-319.85
140.051576,-28.372836,25.12,9791619.92,-291.26,-319.83
140.052416,-28.379676,25.69,9791626.22,-289.03,-317.57
140.052416,-28.387336,25.54,9791632.33,-289.03,-317.54
139.877417,-28.305177,21.31,9791676.15,-191.84,-220.05
139.885577,-28.306337,27.16,9791658.14,-199.29,-227.42
139.894077,-28.306677,30.21,9791648.53,-203.18,-231.28
139.901747,-28.307177,23.07,9791661.04,-204.96,-233.20
139.911577,-28.307337,24.38,9791652.84,-210.70,-238.95
139.834747,-28.265677,26.67,9791662.74,-164.92,-193.14
139.842917,-28.265837,35.02,9791638.43,-173.03,-201.15
139.851917,-28.266507,34.53,9791637.83,-175.06,-203.22
139.858917,-28.266507,26.91,9791652.04,-175.71,-204.00
139.868077,-28.266337,24.90,9791655.14,-176.37,-204.73
139.875747,-28.266177,29.38,9791643.33,-179.29,-207.60
139.883417,-28.266507,34.62,9791628.82,-183.80,-212.04
139.892077,-28.267337,24.29,9791651.94,-181.45,-209.88
139.900077,-28.266837,28.77,9791635.53,-188.71,-217.10
139.909747,-28.271007,23.99,9791641.43,-195.27,-223.74
139.873947,-28.226607,25.51,9791628.52,-171.69,-200.23
139.883046,-28.226607,29.60,9791618.22,-173.98,-202.49
139.890846,-28.226607,30.72,9791615.02,-174.97,-203.49
139.899246,-28.226607,23.68,9791631.33,-172.38,-201.03
139.908946,-28.227706,25.82,9791625.52,-174.81,-203.45
139.916046,-28.226606,26.61,9791623.32,-174.61,-203.27
139.924446,-28.226606,30.88,9791610.51,-179.06,-207.67
139.928446,-28.228006,28.10,9791611.92,-184.14,-212.80
139.932246,-28.226606,31.52,9791597.51,-190.80,-219.42
139.941346,-28.227106,30.27,9791591.80,-199.29,-227.96
139.949146,-28.227106,27.83,9791581.80,-214.04,-242.77
139.956846,-28.227106,34.96,9791559.19,-222.72,-251.35
